,No,Kecamatan,Kelurahan,Kode Kel,J_Penduduk,J_P_DBD,J_M_DBD,IR_DBD,CFR_DBD,J_P_DD,J_M_DD,IR_DD,CFR_DD,J_P_N,J_M_Non,IR_Non,CFR_Non,2017,2018,2019,2020,ABJ,Strata_E,Kelas_Endemis,Tnh_pek_bang_hlmn,Tanah Sawah,Tanah Kering,J_RT,J_RW,J_Pdd_Lk,J_Pdd_Pr,J_Kep_Kel,J_KBPaud,J_SD,J_MI,J_SMP,J_MTS,J_SMA,J_MA,J_SMK,J_Siswa,J_PT,J_Dosen,J_Mhs,Mini_Market,Toko Kelontong,Resto_RM,WM_Kedai,BPR,KUD,IRT,Total_T_Ibadah,kop_total,pasar_total,instansi_kesehatan,toko_obat
161,162.0,Candisari,Tegalsari,33.74.08.1006,13890.0,3.0,0.0,21.6,0.0,21.0,0.0,151.5,0.0,1.0,0.0,7.22,0.0,2.0,0.0,11.0,3.0,92.41,2.0,Sporadis,66.22,0.0,77.19,95.0,13.0,6633.0,6989.0,4457.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,1.0,45.0,3.0,50.0,1.0,0.0,0.0,62.0,1.0,0.0,3.0,1.0
162,163.0,Tembalang,Tembalang,33.74.10.1006,5659.0,1.0,0.0,17.5,0.0,16.0,0.0,280.0,0.0,1.0,0.0,17.5,0.0,4.0,2.0,0.0,1.0,97.45,2.0,Sporadis,185.28,3.6,264.63,38.0,8.0,2858.0,2829.0,1780.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,2.0,2193.0,61810.0,10.0,26.0,5.0,99.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,4.0
163,164.0,Genuk,Terboyo Kulon,33.74.05.1012,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.57,4.0,Bebas,65.0,0.0,235.59,6.0,2.0,278.0,299.0,184.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,589.0,1.0,564.0,17580.0,1.0,6.0,0.0,24.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,2.0
164,165.0,Genuk,Terboyo Wetan,33.74.05.1013,1439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.15,3.0,Potensial,40.2,0.0,285.4,8.0,2.0,738.0,690.0,442.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
165,166.0,Banyumanik,Tinjomoyo,33.74.11.1009,9660.0,1.0,0.0,10.3,0.0,7.0,0.0,72.1,0.0,2.0,0.0,20.6,0.0,1.0,0.0,2.0,1.0,95.7,2.0,Sporadis,74.22,0.0,202.48,46.0,8.0,4895.0,4845.0,3170.0,8.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,833.0,0.0,0.0,0.0,4.0,32.0,5.0,84.0,1.0,0.0,0.0,34.0,2.0,1.0,1.0,1.0
166,167.0,Pedurungan,Tlogomulyo,33.74.06.1002,15350.0,2.0,0.0,12.9,0.0,15.0,0.0,96.6,0.0,2.0,0.0,12.87,0.0,2.0,2.0,7.0,2.0,98.5,1.0,Endemis,148.9,193.9,193.9,11.0,1.0,7883.0,7836.0,4658.0,13.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1546.0,0.0,0.0,0.0,5.0,18.0,1.0,22.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0
167,168.0,Pedurungan,Tlogosari Kulon,33.74.06.1004,32786.0,4.0,0.0,12.2,0.0,42.0,0.0,127.9,0.0,5.0,0.0,15.23,0.0,7.0,4.0,3.0,4.0,97.15,1.0,Endemis,217.9,278.5,278.5,28.0,1.0,16170.0,16563.0,10416.0,29.0,8.0,2.0,1.0,1.0,0.0,1.0,2.0,3388.0,2.0,2084.0,24022.0,7.0,167.0,11.0,219.0,4.0,0.0,0.0,166.0,4.0,3.0,10.0,25.0
168,169.0,Pedurungan,Tlogosari Wetan,33.74.06.1003,8656.0,0.0,0.0,0.0,0.0,10.0,0.0,113.9,0.0,2.0,0.0,22.78,0.0,3.0,0.0,5.0,0.0,93.61,2.0,Sporadis,89.0,125.5,125.5,4.0,1.0,4479.0,4457.0,2644.0,9.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1112.0,0.0,0.0,0.0,3.0,53.0,14.0,47.0,1.0,0.0,0.0,36.0,1.0,0.0,2.0,1.0
169,170.0,Genuk,Trimulyo,33.74.05.1007,3537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.24,0.0,0.0,0.0,0.0,0.0,93.49,3.0,Potensial,83.7,30.0,318.53,20.0,4.0,1750.0,1778.0,1074.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,2.0,10.0,1.0,25.0,0.0,0.0,0.0,13.0,2.0,0.0,2.0,1.0
170,171.0,TUGU,Tugurejo,33.74.16.1002,7564.0,1.0,0.0,13.1,0.0,11.0,0.0,144.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,91.39,2.0,Sporadis,129.92,118.79,744.01,36.0,5.0,3770.0,3780.0,2396.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,899.0,0.0,0.0,0.0,4.0,36.0,4.0,36.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
171,172.0,Ngaliyan,Wates,33.74.15.1010,5171.0,1.0,0.0,18.9,0.0,9.0,0.0,169.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.08,2.0,Sporadis,38.28,220.0,193.31,36.0,4.0,2663.0,2758.0,1711.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,612.0,0.0,0.0,0.0,0.0,70.0,0.0,26.0,0.0,0.0,0.0,15.0,1.0,0.0,2.0,4.0
172,173.0,Semarang Selatan,Wonodri,33.74.07.1006,10413.0,1.0,0.0,9.9,0.0,11.0,0.0,109.0,0.0,2.0,0.0,19.82,0.0,2.0,1.0,4.0,1.0,92.31,1.0,Endemis,76.77,0.0,81.1,81.0,13.0,4927.0,5060.0,3358.0,6.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2638.0,3.0,107.0,2381.0,8.0,80.0,19.0,31.0,0.0,0.0,0.0,20.0,1.0,1.0,3.0,14.0
173,174.0,Mijen,Wonolopo,33.74.14.1007,9444.0,4.0,0.0,41.3,0.0,27.0,0.0,278.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,96.75,2.0,Sporadis,100.0,9.0,1002.91,27.0,4.0,1897.0,1947.0,1249.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3364.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
174,175.0,Mijen,Wonoplumbon,33.74.14.1012,3688.0,0.0,0.0,0.0,0.0,6.0,0.0,159.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.75,4.0,Bebas,100.0,87.36,1372.17,52.0,10.0,4937.0,4927.0,2998.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,665.0,0.0,0.0,0.0,4.0,50.0,0.0,50.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0
175,176.0,Ngaliyan,Wonosari,33.74.15.1009,23137.0,3.0,0.0,12.9,0.0,12.0,0.0,51.4,0.0,1.0,0.0,4.29,0.0,1.0,1.0,4.0,3.0,95.36,1.0,Endemis,58.19,47.0,108.03,130.0,16.0,11768.0,11765.0,7218.0,18.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1234.0,1.0,17.0,694.0,8.0,135.0,2.0,23.0,0.0,0.0,0.0,53.0,1.0,1.0,2.0,6.0
176,177.0,Candisari,Wonotingal,33.74.08.1007,8280.0,0.0,0.0,0.0,0.0,14.0,0.0,169.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,85.81,2.0,Sporadis,59.63,0.0,63.27,47.0,6.0,3967.0,4166.0,2712.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1801.0,1.0,21.0,392.0,3.0,52.0,8.0,38.0,0.0,0.0,0.0,29.0,1.0,1.0,2.0,1.0
